price,maintenance,doors,seats,storage,safety,shouldBuy
vhigh,med,5more,4,big,med,unacc
low,low,2,4,med,high,unacc
med,low,3,2,small,high,unacc
vhigh,high,2,2,small,high,unacc
high,vhigh,5more,more,med,med,unacc
high,vhigh,5more,4,small,med,unacc
high,high,4,2,small,low,acc
low,high,2,4,small,high,unacc
vhigh,med,2,NaN,big,high,acc
high,vhigh,3,4,big,low,unacc
,low,4,4,med,med,acc
med,low,4,2,med,high,unacc
high,med,3,4,big,med,unacc
high,high,5more,4,big,high,unacc
high,low,2,2,med,med,unacc
med,low,NaN,more,big,med,unacc
vhigh,low,4,2,med,low,good
high,low,3,more,small,high,unacc
high,high,4,more,big,med,unacc
vhigh,vhigh,4,2,small,med,unacc
low,med,null,2,small,high,unacc
low,med,3,2,small,high,unacc
high,med,4,2,med,med,acc
high,med,2,NaN,big,high,unacc
low,high,4,2,big,low,acc
low,high,5more,4,med,med,unacc
high,vhigh,3,more,big,high,unacc
vhigh,high,3,2,big,high,unacc
low,high,5more,2,med,low,unacc
high,vhigh,2,2,small,high,unacc
med,high,4,more,big,high,unacc
vhigh,vhigh,5more,more,med,high,good
high,high,5more,,med,high,unacc
med,high,4,NaN,small,med,acc
low,med,null,,small,high,unacc
med,vhigh,4,4,big,high,unacc
med,low,5more,4,small,med,unacc
med,low,3,more,small,med,unacc
low,med,5more,2,small,low,unacc
med,med,3,4,small,med,unacc
low,med,4,2,med,med,good
high,low,2,more,big,low,good
med,med,5more,4,med,high,unacc
vhigh,med,5more,more,med,low,unacc
,vhigh,4,more,med,high,vgood
low,med,4,4,big,high,unacc
high,vhigh,4,4,med,low,unacc
med,med,5more,4,,,acc
low,high,4,4,med,med,acc
med,high,4,2,big,high,unacc
high,high,4,4,med,med,unacc
vhigh,high,4,more,med,high,good
high,vhigh,3,4,small,med,NaN
high,med,3,2,med,low,unacc
med,vhigh,3,more,big,low,unacc
vhigh,vhigh,5more,4,med,med,unacc
med,vhigh,5more,2,med,med,acc
med,low,3,4,med,low,acc
med,,4,2,med,med,acc
low,low,5more,2,small,low,unacc
med,high,5more,more,small,low,unacc
vhigh,high,4,more,small,low,acc
med,low,3,2,small,med,vgood
med,vhigh,2,2,small,med,unacc
vhigh,high,4,4,med,low,unacc
high,high,2,4,med,high,acc
med,med,4,NaN,big,high,unacc
,,3,4,big,med,acc
med,low,2,more,big,low,unacc
med,vhigh,2,more,,low,acc
low,vhigh,5more,2,small,low,unacc
vhigh,vhigh,2,2,small,med,unacc
vhigh,high,5more,,null,med,unacc
high,high,5more,4,med,med,unacc
low,high,2,2,small,low,unacc
med,low,5more,more,big,high,unacc
low,low,2,4,big,high,unacc
vhigh,low,5more,4,small,low,unacc
med,vhigh,4,2,big,high,unacc
med,low,3,2,small,med,unacc
high,med,5more,4,big,med,unacc
low,high,3,null,big,low,good
med,vhigh,,more,big,med,acc
null,vhigh,4,4,big,med,acc
high,low,2,2,med,high,unacc
vhigh,vhigh,5more,2,small,low,acc
high,high,,2,NaN,high,unacc
low,vhigh,5more,4,big,high,unacc
,low,5more,4,med,high,unacc
low,low,3,more,small,high,acc
low,med,2,more,med,med,unacc
,high,5more,more,,med,acc
low,high,2,4,big,low,acc
high,vhigh,,4,big,high,unacc
high,high,4,2,big,low,unacc
med,vhigh,,more,med,low,unacc
high,vhigh,3,4,NaN,low,good
low,vhigh,2,2,small,high,unacc
high,low,4,4,small,high,unacc
vhigh,high,4,2,med,med,unacc
vhigh,vhigh,,4,small,high,acc
NaN,med,3,more,small,high,unacc
low,vhigh,4,2,small,high,vgood
high,vhigh,2,4,small,high,unacc
med,high,2,more,big,high,unacc
med,vhigh,null,,,high,acc
low,high,2,4,small,med,unacc
med,low,5more,more,small,med,unacc
vhigh,high,2,2,big,NaN,unacc
med,high,3,,big,med,unacc
high,med,4,more,small,med,acc
vhigh,med,3,more,big,high,good
vhigh,med,5more,4,med,med,unacc
vhigh,med,4,2,,high,unacc
high,high,5more,4,big,high,unacc
low,med,4,2,small,med,unacc
med,high,5more,4,small,high,unacc
med,med,4,more,big,high,unacc
vhigh,low,2,4,big,low,unacc
vhigh,med,3,,med,high,unacc
med,med,5more,more,big,med,acc
high,vhigh,4,4,med,med,unacc
vhigh,vhigh,4,more,med,high,unacc
vhigh,vhigh,4,more,,low,unacc
high,high,3,4,small,high,acc
low,med,,2,big,high,unacc
vhigh,low,3,4,big,med,unacc
low,vhigh,3,2,big,med,vgood
high,high,4,2,small,high,unacc
med,low,2,2,big,high,unacc
med,vhigh,4,4,med,high,unacc
low,low,2,2,small,,good
vhigh,null,5more,2,med,med,unacc
med,high,5more,more,small,low,acc
high,low,4,more,big,med,acc
NaN,vhigh,3,4,big,med,unacc
low,high,5more,4,med,med,unacc
low,low,3,more,small,high,acc
low,vhigh,4,4,small,med,unacc
low,med,4,4,med,low,unacc
high,med,5more,2,big,high,vgood
med,low,3,more,big,med,acc
low,high,5more,4,small,high,unacc
med,low,4,2,small,high,unacc
med,NaN,4,4,big,low,unacc
low,med,4,,small,low,unacc
vhigh,high,2,more,big,high,unacc
low,med,4,4,med,low,unacc
high,vhigh,null,more,big,high,unacc
vhigh,low,3,2,med,high,unacc
low,high,4,4,small,high,acc
med,low,5more,2,big,low,unacc
med,high,4,2,small,high,good
vhigh,low,3,,big,med,NaN
high,null,4,2,med,high,unacc
med,high,null,4,small,high,unacc
high,low,3,2,small,high,unacc
med,high,4,more,small,low,unacc
vhigh,high,5more,2,med,med,acc
low,med,2,2,med,high,unacc
med,high,3,more,med,high,acc
vhigh,low,,2,big,low,unacc
vhigh,low,2,4,big,med,vgood
low,med,3,2,big,low,unacc
low,med,3,4,med,,unacc
vhigh,high,4,more,med,high,unacc
med,low,2,2,small,low,unacc
high,high,2,more,big,low,acc
high,vhigh,2,2,small,,unacc
low,low,2,4,big,med,unacc
med,vhigh,5more,4,small,NaN,unacc
vhigh,low,2,,big,low,unacc
high,vhigh,2,4,small,low,unacc
high,med,2,more,small,med,unacc
med,vhigh,4,2,small,med,unacc
vhigh,low,3,4,big,med,unacc
low,med,3,4,med,med,unacc
high,low,3,4,small,low,unacc
med,med,5more,more,small,med,acc
low,low,4,2,big,high,unacc
med,med,2,2,small,med,acc
vhigh,low,2,2,med,low,acc
med,high,,2,med,low,good
low,med,2,more,big,low,unacc
vhigh,low,3,more,med,high,acc
high,vhigh,3,2,med,med,unacc
low,vhigh,4,2,small,med,vgood
med,null,2,4,med,low,unacc
high,vhigh,2,more,med,med,unacc
vhigh,med,2,2,med,high,unacc
low,low,3,4,small,low,unacc
vhigh,vhigh,5more,4,big,high,unacc
vhigh,null,5more,4,small,high,unacc
med,high,3,4,small,null,unacc
med,vhigh,2,4,med,low,unacc
med,med,3,4,big,low,unacc
high,med,2,4,med,med,
high,low,4,more,med,low,unacc
med,med,3,4,small,high,unacc
high,vhigh,2,4,med,med,unacc
low,vhigh,3,2,med,med,unacc
vhigh,vhigh,2,2,small,med,acc
,med,5more,more,med,low,acc
vhigh,med,4,more,big,high,vgood
vhigh,high,4,4,small,med,unacc
vhigh,med,5more,more,big,NaN,acc
low,med,2,2,big,high,acc
low,high,2,,big,med,unacc
high,vhigh,4,more,small,low,unacc
vhigh,med,5more,more,small,high,acc
high,high,2,4,med,low,acc
vhigh,low,5more,4,small,low,unacc
med,med,3,4,big,low,acc
vhigh,high,4,2,small,high,unacc
vhigh,low,5more,4,small,med,unacc
low,low,5more,4,big,med,unacc
med,vhigh,,2,med,low,acc
high,low,4,2,small,med,unacc
med,med,3,2,big,med,unacc
low,low,3,2,null,high,acc
low,high,4,4,med,low,unacc
vhigh,vhigh,4,4,big,med,unacc
low,high,4,more,null,high,unacc
low,low,4,more,big,null,acc
vhigh,high,5more,4,null,high,acc
low,med,4,2,big,med,good
low,vhigh,5more,4,big,med,good
high,low,4,4,med,high,unacc
vhigh,med,4,2,big,med,unacc
vhigh,low,3,4,small,low,acc
high,vhigh,2,4,small,med,acc
high,med,4,more,med,med,unacc
high,low,3,4,small,high,unacc
high,vhigh,NaN,4,small,high,unacc
vhigh,high,4,2,small,low,unacc
high,vhigh,3,4,med,low,unacc
high,low,3,more,big,med,unacc
low,,null,4,med,med,unacc
vhigh,high,5more,4,small,low,acc
high,high,5more,more,small,low,unacc
low,med,,2,big,high,NaN
vhigh,low,4,2,med,high,unacc
high,vhigh,2,2,big,med,acc
high,med,2,2,big,low,unacc
low,vhigh,2,4,big,low,unacc
med,vhigh,3,2,med,high,unacc
vhigh,low,4,4,big,high,unacc
low,med,3,4,null,med,acc
high,low,3,4,med,high,unacc
med,vhigh,5more,4,,low,unacc
med,low,4,4,small,low,unacc
low,med,4,more,med,med,unacc
low,high,null,4,med,high,unacc
,high,4,more,med,high,unacc
vhigh,vhigh,4,2,big,null,unacc
med,med,3,2,small,med,unacc
vhigh,vhigh,2,2,big,med,unacc
med,high,4,more,med,med,unacc
vhigh,vhigh,5more,more,small,low,unacc
low,high,4,2,med,med,unacc
high,low,3,4,big,high,unacc
low,low,4,2,big,high,unacc
vhigh,low,4,2,big,low,unacc
low,high,3,2,small,low,unacc
med,low,2,more,big,low,unacc
vhigh,low,3,more,small,high,
low,high,3,more,med,high,acc
low,med,4,more,med,high,unacc
high,med,,4,small,low,vgood
high,high,4,4,med,high,unacc
low,low,4,2,small,null,unacc
med,high,3,more,small,med,acc
med,high,5more,more,med,low,unacc
med,high,3,more,small,high,acc
low,med,2,4,small,low,
high,med,3,4,small,high,unacc
low,med,2,4,med,low,unacc
,low,2,4,big,high,unacc
med,med,4,2,big,high,acc
high,vhigh,3,4,med,high,unacc
low,vhigh,3,2,med,low,unacc
low,med,5more,2,small,high,acc
low,low,3,2,small,med,unacc
high,vhigh,2,4,big,low,unacc
med,high,2,4,med,high,acc
null,vhigh,5more,2,med,low,unacc
low,med,5more,more,med,med,unacc
high,low,2,2,small,high,acc
med,low,2,4,big,,unacc
high,med,3,2,med,med,unacc
vhigh,high,2,2,NaN,low,unacc
vhigh,med,4,more,big,med,unacc
low,med,,2,med,med,acc
high,med,3,4,med,high,unacc
high,low,2,2,med,high,unacc
,med,2,more,big,med,good
vhigh,low,3,more,small,low,unacc
med,med,4,2,med,med,unacc
med,med,3,more,small,low,unacc
vhigh,vhigh,4,2,big,med,acc
low,med,5more,2,small,med,unacc
low,high,2,,small,high,unacc
,low,4,4,big,,acc
med,null,3,2,small,high,unacc
vhigh,vhigh,,,,high,acc
vhigh,med,5more,4,small,high,vgood
high,vhigh,5more,more,small,med,
vhigh,low,2,4,med,med,acc
vhigh,med,5more,4,small,low,acc
med,med,2,more,med,high,unacc
med,vhigh,2,2,med,med,unacc
high,vhigh,4,more,null,low,unacc
med,high,2,more,med,med,unacc
med,vhigh,5more,4,med,low,unacc
med,med,,2,med,high,unacc
vhigh,med,4,more,small,high,good
med,,4,4,,high,unacc
low,,4,more,null,high,unacc
vhigh,low,3,4,big,med,unacc
med,vhigh,2,more,small,high,acc
vhigh,low,4,more,med,low,unacc
med,vhigh,5more,2,small,high,unacc
high,high,4,more,small,low,
high,vhigh,3,4,med,high,unacc
high,vhigh,2,2,med,high,unacc
med,vhigh,4,more,med,high,acc
high,vhigh,3,4,small,high,unacc
vhigh,med,3,4,med,med,acc
high,vhigh,3,4,med,low,vgood
high,high,4,4,small,high,acc
high,,4,2,big,low,unacc
high,low,5more,4,med,med,unacc
vhigh,low,5more,4,big,med,good
low,high,3,2,med,med,unacc
high,vhigh,2,null,small,high,unacc
med,null,4,more,big,low,acc
low,high,,4,med,,unacc
high,high,5more,4,big,med,acc
low,med,4,2,med,low,unacc
NaN,high,5more,,small,low,unacc
med,vhigh,3,4,big,med,unacc
high,low,3,4,big,med,unacc
high,high,5more,4,med,high,acc
med,vhigh,4,2,big,med,acc
vhigh,med,4,more,small,low,unacc
low,med,2,2,big,low,acc
vhigh,high,3,4,big,med,unacc
high,vhigh,3,more,small,low,good
vhigh,low,,more,small,med,unacc
vhigh,med,5more,4,med,low,unacc
low,high,4,more,big,high,unacc
high,high,5more,more,big,low,unacc
low,,2,more,med,high,unacc
med,med,5more,2,big,low,acc
low,vhigh,3,2,,med,unacc
low,low,5more,more,small,high,acc
med,low,2,2,small,med,acc
vhigh,vhigh,3,2,,low,unacc
low,vhigh,5more,2,small,high,acc
med,low,4,4,big,high,unacc
high,high,3,2,med,low,acc
,low,2,2,med,low,unacc
med,vhigh,3,more,small,med,unacc
vhigh,med,4,4,big,med,unacc
med,high,4,2,small,high,unacc
low,med,4,4,med,low,unacc
vhigh,null,2,4,small,med,unacc
low,med,3,4,med,NaN,unacc
med,null,2,4,big,high,unacc
low,med,4,2,small,med,unacc
low,vhigh,2,more,med,high,unacc
med,low,5more,NaN,big,med,unacc
low,high,2,2,small,med,unacc
low,high,4,more,big,low,unacc
low,med,2,4,big,high,unacc
high,high,3,more,small,high,acc
high,high,,null,big,high,unacc
,vhigh,2,2,med,low,unacc
vhigh,,2,more,big,high,unacc
low,med,3,more,small,med,vgood
low,high,4,more,small,high,unacc
low,low,5more,,med,med,unacc
vhigh,low,,more,big,med,unacc
vhigh,low,3,4,small,med,unacc
med,med,3,2,med,high,unacc
low,high,3,2,med,low,NaN
med,med,5more,more,small,,unacc
med,low,5more,4,med,med,acc
vhigh,low,2,4,big,med,vgood
,med,null,4,NaN,low,unacc
vhigh,high,4,4,med,low,unacc
vhigh,med,,null,small,med,unacc
high,vhigh,2,NaN,small,med,vgood
high,vhigh,null,2,big,low,unacc
vhigh,med,5more,2,small,high,unacc
low,med,5more,4,med,high,unacc
med,med,4,more,med,med,unacc
low,high,5more,more,big,med,unacc
med,low,5more,2,med,low,acc
low,vhigh,2,more,big,low,unacc
high,high,3,more,med,med,vgood
low,high,4,2,med,med,unacc
vhigh,low,2,4,big,med,unacc
med,vhigh,2,4,small,med,unacc
med,high,2,4,big,high,unacc
low,low,4,4,big,high,unacc
high,high,3,more,med,low,unacc
vhigh,vhigh,3,more,small,med,unacc
high,med,2,more,med,high,unacc
vhigh,high,5more,4,small,med,unacc
vhigh,NaN,5more,2,small,high,unacc
vhigh,high,2,,big,med,acc
low,vhigh,3,4,small,med,unacc
vhigh,null,2,4,big,high,unacc
,med,4,more,small,,unacc
vhigh,null,3,2,small,low,unacc
med,high,5more,more,small,low,acc
med,low,3,4,med,med,unacc
low,high,4,4,small,low,unacc
low,low,4,more,small,high,unacc
med,low,2,more,small,low,unacc
med,vhigh,2,more,null,med,good
vhigh,high,4,4,med,med,acc
med,high,2,2,small,high,vgood
low,vhigh,,4,big,low,unacc
low,med,4,more,small,high,acc
vhigh,low,4,4,big,high,unacc
high,med,5more,2,small,high,acc
high,low,null,4,med,high,unacc
med,high,3,2,med,low,unacc
vhigh,med,2,4,small,med,good
med,vhigh,5more,2,med,med,unacc
vhigh,low,4,2,small,high,unacc
med,vhigh,3,more,med,high,acc
low,low,4,,NaN,med,NaN
,vhigh,5more,more,small,low,acc
high,vhigh,2,more,small,high,unacc
high,low,3,more,big,,acc
med,vhigh,4,2,med,NaN,unacc
low,low,4,4,,low,acc
med,med,4,2,small,high,unacc
low,med,5more,more,big,high,unacc
vhigh,med,2,2,med,high,unacc
low,med,4,2,big,med,unacc
,low,4,NaN,med,med,acc
low,low,4,4,med,med,unacc
med,high,4,more,small,low,unacc
vhigh,high,2,4,big,high,unacc
high,vhigh,3,2,med,high,unacc
vhigh,high,3,more,,low,acc
high,low,3,4,med,low,unacc
high,high,5more,2,med,high,unacc
vhigh,med,4,,big,low,unacc
vhigh,high,4,more,small,low,acc
low,low,4,4,med,high,vgood
low,low,3,4,small,med,unacc
high,vhigh,4,more,med,high,acc
low,low,3,2,med,med,unacc
low,high,2,4,small,high,unacc
high,low,3,2,small,high,unacc
low,med,5more,NaN,small,low,unacc
vhigh,high,3,more,small,high,unacc
med,high,3,,small,high,acc
vhigh,high,4,2,med,med,
med,high,3,2,med,high,acc
vhigh,low,3,2,small,low,unacc
med,med,4,more,small,med,NaN
med,med,2,more,small,low,unacc
low,low,5more,more,big,low,acc
high,vhigh,3,more,big,med,unacc
vhigh,vhigh,5more,4,big,low,unacc
low,med,3,more,,high,unacc
vhigh,vhigh,4,2,small,med,unacc
vhigh,med,5more,4,small,high,unacc
,vhigh,2,4,med,high,unacc
med,vhigh,3,2,big,high,unacc
high,high,3,null,med,low,vgood
med,med,3,2,big,high,unacc
vhigh,vhigh,2,more,med,high,acc
med,vhigh,4,2,small,high,acc
low,high,3,4,small,high,acc
low,low,3,2,small,high,unacc
med,vhigh,4,4,med,high,unacc
high,vhigh,2,4,med,med,acc
med,vhigh,2,4,small,NaN,unacc
low,vhigh,4,more,big,high,unacc
vhigh,low,3,4,med,med,unacc
vhigh,low,3,more,big,med,unacc
vhigh,vhigh,2,more,med,low,unacc
low,high,2,2,small,high,unacc
low,vhigh,,4,NaN,low,acc
,vhigh,3,NaN,small,med,unacc
high,low,4,4,med,high,good
high,vhigh,2,4,big,,unacc
vhigh,med,2,more,med,med,unacc
vhigh,low,4,more,med,high,acc
low,med,2,,med,low,
med,vhigh,3,4,big,med,unacc
low,high,2,more,med,low,unacc
med,vhigh,5more,more,med,med,unacc
,low,5more,more,big,high,unacc
med,med,2,4,small,high,unacc
med,med,3,4,med,high,unacc
vhigh,high,4,2,small,med,unacc
med,vhigh,5more,more,big,low,unacc
med,med,3,2,med,high,unacc
med,med,2,4,med,low,acc
low,high,5more,4,big,null,unacc
low,low,4,2,NaN,med,unacc
low,med,3,more,small,high,unacc
high,med,3,4,big,high,unacc
low,high,2,4,NaN,med,unacc
high,high,3,4,big,high,acc
low,high,3,4,small,,acc
high,low,4,2,small,high,unacc
low,med,2,4,big,low,unacc
vhigh,med,5more,more,big,med,unacc
low,low,4,2,small,low,acc
high,vhigh,5more,more,big,high,unacc
,null,5more,2,small,med,unacc
low,vhigh,3,more,big,med,unacc
med,vhigh,2,more,med,med,unacc
med,high,NaN,4,med,high,unacc
low,low,3,more,med,high,unacc
low,med,2,more,med,,good
vhigh,med,3,4,small,high,unacc
high,low,2,,big,high,unacc
low,NaN,2,4,small,high,unacc
high,vhigh,3,more,small,med,unacc
low,high,3,more,med,med,acc
med,med,5more,more,small,med,unacc
,vhigh,2,2,med,med,unacc
low,high,2,null,small,low,unacc
high,med,5more,4,big,high,unacc
high,,2,4,big,med,good
med,vhigh,2,4,med,high,vgood
high,high,4,4,small,low,unacc
high,vhigh,4,more,big,high,unacc
null,vhigh,5more,more,,med,unacc
med,med,3,4,small,high,unacc
high,low,3,more,med,high,unacc
vhigh,vhigh,3,more,small,high,unacc
low,med,5more,4,med,low,unacc
vhigh,med,5more,2,med,,unacc
vhigh,high,2,more,med,high,unacc
vhigh,high,5more,2,big,low,NaN
NaN,,2,2,big,low,
vhigh,vhigh,5more,2,small,high,unacc
vhigh,NaN,3,4,big,low,unacc
low,med,NaN,more,med,high,good
low,low,5more,2,big,med,unacc
,high,5more,4,small,,
med,med,4,2,small,low,unacc
low,med,5more,more,big,med,unacc
low,med,2,4,small,high,unacc
med,low,3,more,null,high,good
vhigh,high,3,4,,low,unacc
high,high,,more,med,low,unacc
vhigh,vhigh,4,2,small,med,unacc
low,vhigh,4,more,big,med,unacc
,vhigh,3,more,small,med,unacc
med,low,4,2,big,med,acc
vhigh,high,3,2,med,med,unacc
med,high,2,4,small,med,unacc
low,med,4,2,big,med,unacc
low,low,2,2,big,med,unacc
,vhigh,4,,big,low,acc
low,high,2,2,small,high,unacc
NaN,low,5more,more,big,low,acc
high,low,3,2,big,low,unacc
vhigh,med,3,2,med,high,acc
med,vhigh,4,more,med,low,unacc
low,low,4,more,med,med,unacc
med,NaN,2,more,med,low,acc
high,med,2,4,small,low,unacc
low,,3,2,med,low,unacc
med,vhigh,2,,big,low,unacc
,high,4,2,big,med,unacc
vhigh,,4,2,med,high,unacc
low,vhigh,4,more,NaN,med,unacc
high,vhigh,5more,2,big,low,acc
low,vhigh,4,2,small,med,unacc
vhigh,low,2,2,big,low,vgood
vhigh,med,4,2,med,high,unacc
med,low,4,4,null,low,unacc
vhigh,med,3,more,small,med,acc
high,low,5more,2,big,low,acc
vhigh,high,2,2,big,med,acc
med,med,4,4,big,high,unacc
vhigh,low,4,4,small,low,unacc
vhigh,med,,more,small,high,unacc
low,,3,4,big,med,acc
med,low,2,4,small,med,unacc
low,med,2,more,big,med,good
med,vhigh,5more,more,big,med,unacc
med,med,3,4,med,low,unacc
med,high,4,,big,med,acc
med,vhigh,2,2,big,low,acc
med,med,5more,2,med,high,good
med,low,5more,more,big,low,unacc
vhigh,med,4,more,med,med,vgood
vhigh,high,3,4,small,high,acc
vhigh,low,4,2,small,high,unacc
high,vhigh,5more,4,med,low,acc
med,high,NaN,4,small,med,unacc
vhigh,low,5more,2,big,low,unacc
med,low,5more,4,small,high,unacc
low,low,2,4,med,med,unacc
high,null,3,4,med,high,unacc
med,low,4,more,big,high,unacc
vhigh,high,4,more,big,med,unacc
high,high,4,more,med,high,
low,high,2,more,small,high,unacc
med,med,4,2,big,med,unacc
high,med,3,2,small,low,unacc
med,high,2,more,small,low,acc
high,high,3,more,small,low,unacc
vhigh,med,5more,4,med,high,unacc
med,vhigh,3,2,med,high,unacc
med,null,3,more,big,med,unacc
med,low,2,2,big,,unacc
vhigh,med,2,2,big,low,unacc
,med,3,4,big,null,unacc
vhigh,high,3,4,big,high,unacc
low,high,2,4,med,high,
low,high,4,more,small,med,unacc
low,low,4,,big,med,unacc
high,low,5more,more,med,low,unacc
med,high,3,more,med,low,unacc
high,vhigh,5more,2,small,high,unacc
null,med,4,more,big,high,unacc
high,NaN,4,4,med,high,unacc
med,high,3,2,med,high,unacc
med,med,4,4,NaN,low,acc
high,high,,more,big,high,acc
low,vhigh,2,4,big,med,unacc
med,vhigh,5more,2,small,high,
low,high,3,4,big,low,vgood
,vhigh,3,more,small,high,unacc
low,high,4,2,big,low,
high,high,4,4,big,high,acc
vhigh,vhigh,,4,big,med,
vhigh,vhigh,2,more,small,high,unacc
low,high,5more,more,big,low,acc
med,high,2,4,big,low,unacc
high,high,,more,,high,unacc
med,med,4,more,med,low,
vhigh,vhigh,5more,2,small,med,unacc
vhigh,low,5more,4,med,low,unacc
high,vhigh,5more,4,med,high,unacc
low,vhigh,4,,med,low,acc
high,low,4,4,,med,unacc
vhigh,vhigh,5more,more,med,med,unacc
high,vhigh,2,4,med,high,
vhigh,high,3,2,big,low,unacc
med,high,,more,med,NaN,unacc
vhigh,med,5more,2,big,low,acc
vhigh,low,5more,4,small,low,unacc
high,vhigh,4,more,small,high,unacc
,low,5more,2,med,low,unacc
null,high,3,2,small,med,unacc
med,low,3,more,med,high,unacc
high,low,4,2,med,med,unacc
med,vhigh,3,more,big,high,acc
low,,3,more,med,high,unacc
high,med,5more,4,big,high,good
high,med,4,4,small,high,unacc
low,low,3,2,big,med,acc
low,high,3,4,small,med,unacc
low,med,5more,more,small,med,unacc
vhigh,low,2,more,small,med,unacc
vhigh,low,2,null,small,high,acc
vhigh,vhigh,5more,4,small,med,unacc
low,med,4,more,big,med,unacc
med,null,4,more,big,high,NaN
high,low,2,4,med,high,unacc
vhigh,med,2,4,small,,unacc
low,vhigh,4,2,med,high,unacc
high,vhigh,5more,4,big,high,unacc
vhigh,med,,4,big,low,acc
low,low,3,more,big,high,unacc
high,high,5more,4,small,low,acc
vhigh,high,2,more,med,med,unacc
vhigh,high,4,2,med,med,unacc
vhigh,med,5more,2,small,med,unacc
vhigh,med,4,2,big,low,unacc
vhigh,high,4,2,small,med,acc
low,,NaN,more,small,high,unacc
high,high,,2,small,low,unacc
vhigh,low,4,4,big,med,unacc
high,vhigh,2,more,med,high,unacc
vhigh,vhigh,4,2,big,high,acc
low,,2,2,med,med,good
low,vhigh,3,4,med,high,unacc
high,low,2,4,big,med,unacc
vhigh,vhigh,3,4,small,med,unacc
low,med,4,more,,high,acc
vhigh,low,5more,2,big,high,unacc
vhigh,vhigh,4,2,small,high,acc
med,low,3,4,big,high,
low,low,4,4,small,high,unacc
high,low,2,2,small,low,acc
high,med,NaN,2,big,low,acc
vhigh,med,3,,med,low,unacc
vhigh,high,4,4,small,high,acc
vhigh,vhigh,3,4,big,low,vgood
med,high,4,,small,med,acc
vhigh,med,2,more,,med,unacc
vhigh,low,2,more,med,med,unacc
high,low,5more,NaN,,high,acc
med,low,3,4,big,high,acc
high,low,,more,big,low,unacc
med,vhigh,2,2,big,,unacc
med,,3,2,med,high,unacc
low,,3,4,small,low,unacc
low,high,5more,2,small,high,acc
low,med,5more,2,big,high,unacc
,high,2,4,med,high,acc
,high,2,more,med,high,acc
low,low,5more,4,small,med,unacc
high,,5more,more,small,med,vgood
med,med,3,4,small,high,vgood
med,med,4,,null,high,unacc
vhigh,vhigh,5more,4,small,low,acc
vhigh,high,5more,4,big,med,acc
